Game_ID,Away_Abbrv,Home_Abbrv,Away_Score,Home_Score,Away_Rank,Home_Rank,Away_Rec,Home_Rec,Away_1st,Away_2nd,Home_1st,Home_2nd,Officials,Attendance,Game_Year,Game_Date,Game_Tipoff,Game_Location,Game_Away,Game_Home,Away_OT,Home_OT,Tournament,Round,Away_Seed,Home_Seed,year
400499631,ARMY,COLG,66,63,,,"(10-8, 6-1 Patriot)","(7-11, 1-6 Patriot)",29,37,30,33,"Kevin O'Connell, Lamarr Parker, Brian Zink",623,2014,22-Jan,7:00 PM ET,"Cotterell Court, Hamilton, New York",Army,Colgate,0,0,,,,,2014
400499632,HC,LAF,59,58,,,"(10-9, 4-3 Patriot)","(4-14, 0-7 Patriot)",24,35,26,32,"Jim Haney, Andrew Maira, Jeff Nichols","1,789",2014,22-Jan,7:00 PM ET,"Kirby Sports Center, Easton, Pennsylvania",Holy Cross,Lafayette,0,0,,,,,2014
400499633,LEH,NAVY,68,66,,,"(9-11, 2-5 Patriot)","(7-11, 2-5 Patriot)",23,35,27,31,"Alvin Cox, Rod Mrakovich, Clarence Armstrong",605,2014,22-Jan,7:00 PM ET,"Alumni Hall, Annapolis, Maryland",Lehigh,Navy,10,8,,,,,2014
400499634,L-MD,BUCK,60,70,,,"(8-10, 3-4 Patriot)","(9-9, 4-3 Patriot)",28,32,31,39,"Bernard Clinton, Jim Bruno, Louie Andrakakos","2,528",2014,22-Jan,7:00 PM ET,"Sojka Pavilion, Lewisburg, Pennsylvania",Loyola (MD),Bucknell,0,0,,,,,2014
400502593,NIAG,CAN,74,87,,,"(5-15, 2-7 MAAC)","(13-7, 7-2 MAAC)",31,43,45,42,"Brian Dorsey, Kevin Ferguson, Willie Pulliam","2,196",2014,22-Jan,7:00 PM ET,"Koessler Athletic Center, Buffalo, New York",Niagara,Canisius,0,0,,,,,2014
400502808,WAKE,VT,83,77,,,"(13-6, 3-3 ACC)","(8-10, 1-5 ACC)",43,40,27,50,"Bryan Kersey, Michael Stephens, Karl Hess","5,156",2014,22-Jan,7:00 PM ET,"Cassell Coliseum, Blacksburg, Virginia",Wake Forest,Virginia Tech,0,0,,,,,2014
400504280,UNCW,COFC,70,75,,,"(6-15, 0-6 CAA)","(11-9, 3-2 CAA)",23,47,30,45,"Tim Nestor, Sean Casady, Bill Covington","2,748",2014,22-Jan,7:00 PM ET,"TD Arena, Charleston, South Carolina",UNC-Wilmington,Charleston,0,0,,,,,2014
400504282,W&M,HOF,60,77,,,"(10-7, 2-2 CAA)","(7-12, 3-1 CAA)",33,27,34,43,"Tim Ebersole, Matt Oblas, Raymond Styons",748,2014,22-Jan,7:00 PM ET,"Mack Sports Complex, Hempstead, New York",William & Mary,Hofstra,0,0,,,,,2014
400504283,NE,TOWS,57,54,,,"(6-14, 3-3 CAA)","(12-7, 3-1 CAA)",40,17,21,33,"Ron Tyburski, Jerry Heater, Earl Robinson","1,177",2014,22-Jan,7:00 PM ET,"SECU Arena, Towson, Maryland",Northeastern,Towson,0,0,,,,,2014
400506010,VCU,DAY,80,66,,,"(15-4, 3-1 A 10)","(13-6, 1-3 A 10)",36,44,27,39,"Wally Rutecki, Tim Kelly, Roger Ayers","12,512",2014,22-Jan,7:00 PM ET,"University of Dayton Arena, Dayton, Ohio",VCU,Dayton,0,0,,,,,2014
400506063,GMU,FOR,70,76,,,"(7-12, 0-5 A 10)","(8-10, 1-4 A 10)",31,39,30,46,"Ed Corbett, Gary Prager, Bill McCarthy","1,352",2014,22-Jan,7:00 PM ET,"Rose Hill Gymnasium, Bronx, New York",George Mason,Fordham,0,0,,,,,2014
400506251,URI,JOES,57,61,,,"(10-10, 1-4 A 10)","(13-5, 3-1 A 10)",30,27,27,34,"Winston Stith, Pat Evans, Brian O'Connell","3,861",2014,22-Jan,7:00 PM ET,"Hagan Arena, Philadelphia, Pennsylvania",Rhode Island,Saint Joseph's,0,0,,,,,2014
400507642,AKR,EMU,78,68,,,"(12-6, 4-1 MAC)","(11-7, 3-2 MAC)",39,39,19,49,"Buddy Mayborg, Jeff Albright, Tim Stewart",609,2014,22-Jan,7:00 PM ET,"Convocation Center (MI), Ypsilanti, Michigan",Akron,E Michigan,0,0,,,,,2014
400507662,BGSU,OHIO,58,56,,,"(9-9, 3-2 MAC)","(13-5, 3-2 MAC)",30,28,33,23,"Larry Scirotto, Bryan Anslinger, Greg Langsdorf","5,801",2014,22-Jan,7:00 PM ET,"Convocation Center, Athens, Ohio",Bowling Green,Ohio,0,0,,,,,2014
400507713,CMU,M-OH,80,86,,,"(7-10, 0-5 MAC)","(7-9, 3-2 MAC)",29,51,32,54,"D.J. Carstensen, Steve McJunkins, Jim Ferrari",746,2014,22-Jan,7:00 PM ET,"Millett Hall, Oxford, Ohio",Cent Michigan,Miami (OH),0,0,,,,,2014
400508596,NIU,TOL,68,77,,,"(7-10, 1-4 MAC)","(16-2, 4-1 MAC)",26,42,34,43,"Mike Kitts, Frank Spencer, Chuck Bullock","4,335",2014,22-Jan,7:00 PM ET,"Savage Arena, Toledo, Ohio",N Illinois,Toledo,0,0,,,,,2014
400502809,DUKE,MIA,67,46,18,,"(15-4, 4-2 ACC)","(10-8, 2-4 ACC)",33,34,21,25,"Tony Greene, Jamie Luckie, Mike Eades","7,972",2014,22-Jan,7:30 PM ET,"BankUnited Center, Coral Gables, Florida",Duke,Miami (FL),0,0,,,,,2014
400499635,BU,AMER,56,86,,,"(13-7, 6-1 Patriot)","(11-7, 7-0 Patriot)",27,29,37,49,"Jeff Janosik, Kenneth Clark, Chet Walker","2,268",2014,22-Jan,7:30 PM ET,"Bender Arena, Washington, District of Columbia",Boston U,American U,0,0,,,,,2014
400508184,NCAT,NCCU,44,84,,,"(6-13, 2-2 MEAC)","(12-5, 3-1 MEAC)",17,27,34,50,"Jackie Sanders, Haywood Bostic, Garrick Shannon","3,116",2014,22-Jan,7:30 PM ET,"McDougald-McLendon Gymnasium, Durham, North Carolina",N Carolina A&T,N Carolina Cent,0,0,,,,,2014
400498363,TTU,WVU,81,87,,,"(10-9, 2-4 Big 12)","(11-8, 3-3 Big 12)",39,42,40,47,"Kipp Kissinger, Patrick Adams, Joe DeRosa","5,031",2014,22-Jan,8:00 PM ET,"WVU Coliseum, Morgantown, West Virginia",Texas Tech,West Virginia,0,0,,,,,2014
400500085,INST,L-IL,65,61,,,"(15-4, 6-1 MVC)","(7-12, 2-5 MVC)",28,37,27,34,"Gerry Pollard, Paul Janssen, Bert Smith","1,180",2014,22-Jan,8:00 PM ET,"Joseph J. Gentile Center, Chicago, Illinois",Indiana State,Loyola (IL),0,0,,,,,2014
400500086,UNI,BRAD,65,69,,,"(10-9, 4-3 MVC)","(8-12, 3-4 MVC)",32,33,29,40,"Zelton Steed, Don Daily, Eric Curry","6,585",2014,22-Jan,8:00 PM ET,"Carver Arena, Peoria, Illinois",Northern Iowa,Bradley,0,0,,,,,2014
400506375,AUB,MSST,74,82,,,"(8-8, 0-5 SEC)","(13-5, 3-2 SEC)",25,49,34,48,"Doug Shows, James Breeding, Rick Hartzell","7,754",2014,22-Jan,8:00 PM ET,"Humphrey Coliseum, Starkville, Mississippi",Auburn,Mississippi St,0,0,,,,,2014
400506376,ARK,TENN,74,81,,,"(12-6, 1-4 SEC)","(12-6, 3-2 SEC)",37,37,39,42,"Joe Lindsay, Antinio Petty, Doug Sirmons","14,034",2014,22-Jan,8:00 PM ET,"Thompson-Boling Arena, Knoxville, Tennessee",Arkansas,Tennessee,0,0,,,,,2014
400506377,SCAR,UGA,76,97,,,"(7-11, 0-5 SEC)","(10-7, 4-1 SEC)",34,42,45,52,"Lee Cassell, Ron Groover, Mike Nance","5,366",2014,22-Jan,8:00 PM ET,"Stegeman Coliseum, Athens, Georgia",South Carolina,Georgia,0,0,,,,,2014
400506635,CLEV,UIC,74,64,,,"(12-9, 4-3 Horizon)","(5-15, 0-6 Horizon)",29,45,23,41,"Terry Wymer, Archibald Whaley, Terry Davis","1,681",2014,22-Jan,8:00 PM ET,"UIC Pavilion, Chicago, Illinois",Cleveland State,UIC,0,0,,,,,2014
400507122,OAK,GB,69,83,,,"(7-14, 2-4 Horizon)","(16-3, 6-0 Horizon)",30,39,37,46,"Paul Szelc, John Hampton, Jeff Spedoske","2,569",2014,22-Jan,8:00 PM ET,"Resch Center, Ashwaubenon, Wisconsin",Oakland,Green Bay,0,0,,,,,2014
400500084,WICH,ILST,70,55,5,,"(20-0, 7-0 MVC)","(11-8, 4-3 MVC)",25,45,28,27,"Mike Stuart, Tom Eades, Randy Heimerman","9,510",2014,22-Jan,8:05 PM ET,"Redbird Arena, Normal, Illinois",Wichita State,Illinois State,0,0,,,,,2014
400500083,DRKE,SIU,57,54,,,"(11-8, 2-5 MVC)","(6-14, 2-5 MVC)",32,25,23,31,"Hal Lusk, Rick Randall, David Hall","4,532",2014,22-Jan,8:05 PM ET,"SIU Arena, Carbondale, Illinois",Drake,S Illinois,0,0,,,,,2014
400530974,SOU,MVSU,64,72,,,"(9-10, 5-1 SWAC)","(5-13, 1-4 SWAC)",31,33,46,26,PLAYERS,"1,302",2014,22-Jan,8:30 PM ET,"Robert W. Harrison Complex, Itta Bena, Mississippi",Southern,Miss Valley St,0,0,,,,,2014
400509995,WIS,MINN,68,81,9,,"(16-3, 3-3 Big Ten)","(15-5, 4-3 Big Ten)",28,40,34,47,"Chris Beaver, Terry Oglesby, Bo Boroski","14,625",2014,22-Jan,9:00 PM ET,"Williams Arena, Minneapolis, Minnesota",Wisconsin,Minnesota,0,0,,,,,2014
400498364,TCU,OKLA,69,77,,25,"(9-9, 0-6 Big 12)","(15-4, 4-2 Big 12)",36,33,40,37,"Bret Smith, Gary Maxwell, Ray Natili","9,854",2014,22-Jan,9:00 PM ET,"Lloyd Noble Center, Norman, Oklahoma",TCU,Oklahoma,0,0,,,,,2014
400506250,LAS,SBON,51,66,,,"(11-7, 3-1 A 10)","(12-7, 2-3 A 10)",27,24,30,36,"Ray Perone, Brent Hampton, Paul Faia","3,253",2014,22-Jan,9:00 PM ET,"Reilly Center, Saint Bonaventure, New York",La Salle,St. Bonaventure,0,0,,,,,2014
400506378,MISS,VAN,63,52,,,"(13-5, 4-1 SEC)","(9-8, 1-4 SEC)",29,34,20,32,"Les Jones, Ted Valentine, Jeff Anderson","8,952",2014,22-Jan,9:00 PM ET,"Memorial Gymnasium (Vandy), Nashville, Tennessee",Ole Miss,Vanderbilt,0,0,,,,,2014
400505570,WYO,AFA,66,59,,,"(12-6, 3-2 MW)","(9-9, 3-4 MW)",28,38,35,24,"Larry Spaulding, Bob Staffen, Rodrick Dixon","1,881",2014,22-Jan,9:05 PM ET,"Clune Arena, Colorado Springs, Colorado",Wyoming,Air Force,0,0,,,,,2014
400505573,SDSU,SJSU,75,50,7,,"(17-1, 6-0 MW)","(6-13, 0-7 MW)",29,46,19,31,"Kelly Self, Chris Rastatter, Tom O'Neill","4,117",2014,22-Jan,10:00 PM ET,"Event Center (San Jose St.), San Jose, California",San Diego State,San Jose State,0,0,,,,,2014
400505572,NEV,FRES,96,86,,,"(10-9, 5-1 MW)","(8-12, 1-6 MW)",37,39,37,39,"Randy McCall, Tom Nunez, Gregory Nixon","5,815",2014,22-Jan,10:00 PM ET,"Save Mart Center, Fresno, California",Nevada,Fresno State,20,10,,,,,2014
400506557,ORST,WSU,66,55,,,"(11-7, 3-3 Pac-12)","(8-11, 1-6 Pac-12)",33,33,27,28,"Verne Harris, Mike Scyphers, Deron White","2,632",2014,22-Jan,10:00 PM ET,"Friel Court, Pullman, Washington",Oregon State,Washington St,0,0,,,,,2014
400506141,CAL,USC,69,77,,,"(14-5, 5-1 Pac-12)","(10-9, 1-5 Pac-12)",32,37,41,36,"Michael Irving, Shawn Lehigh, Michael Eggers","3,523",2014,22-Jan,11:00 PM ET,"Galen Center, Los Angeles, California",California,USC,0,0,,,,,2014
400505571,USU,UNLV,42,62,,,"(12-6, 2-4 MW)","(12-7, 3-3 MW)",24,18,34,28,"John Higgins, Tony Padilla, Mike Reed","12,919",2014,22-Jan,11:05 PM ET,"Thomas & Mack Center, Las Vegas, Nevada",Utah State,UNLV,0,0,,,,,2014
400503180,TNTC,MURR,53,92,,,"(10-11, 3-3 OVC)","(11-8, 6-1 OVC)",23,30,55,37,"Scott Johnson, Bobby Daw, Sean Casey","2,285",2014,23-Jan,4:00 PM ET,"CFSB Center, Murray, Kentucky",Tenn Tech,Murray State,0,0,,,,,2014
400506379,FLA,ALA,68,62,6,,"(16-2, 5-0 SEC)","(8-10, 2-3 SEC)",33,35,26,36,"Jim Burr, Roger Ayers, Leslie Jones","11,892",2014,23-Jan,7:00 PM ET,"Coleman Coliseum, Tuscaloosa, Alabama",Florida,Alabama,0,0,,,,,2014
400509996,ILL,OSU,55,62,,17,"(13-7, 2-5 Big Ten)","(16-4, 3-4 Big Ten)",25,30,24,38,"Glenn Mayborg, Brian Dorsey, Mike Eades","16,774",2014,23-Jan,7:00 PM ET,"Value City Arena, Columbus, Ohio",Illinois,Ohio State,0,0,,,,,2014
400498834,LIU,BRY,79,87,,,"(6-12, 1-4 NEC)","(12-8, 4-1 NEC)",42,37,32,55,"Gary Pucino, Doug Aprahamian, Andrew Maira","1,473",2014,23-Jan,7:00 PM ET,"Chace Athletic Center, Smithfield, Rhode Island",LIU Brooklyn,Bryant,0,0,,,,,2014
400498835,CCSU,WAG,87,83,,,"(5-13, 1-4 NEC)","(9-9, 3-2 NEC)",39,48,36,47,"Wally Rutecki, Robert Riley, Jermaine Rogers","1,614",2014,23-Jan,7:00 PM ET,"Spiro Sports Center, Staten Island, New York",Cent Conn St,Wagner,0,0,,,,,2014
400498836,SFNY,FDU,85,86,,,"(12-8, 3-2 NEC)","(7-12, 3-2 NEC)",48,37,46,40,"Ed Corbett, Joseph Palacz, Tom Regan",523,2014,23-Jan,7:00 PM ET,"Rothman Center, Teaneck, New Jersey",St Francis (NY),Fair Dickinson,0,0,,,,,2014
400498837,MSM,SFU,83,77,,,"(7-11, 3-2 NEC)","(3-15, 1-4 NEC)",33,50,28,49,"Earl Walton, Quez Crawford, Dwayne Carnes",714,2014,23-Jan,7:00 PM ET,"DeGol Arena, Loretto, Pennsylvania",Mount St Mary's,St Francis (PA),0,0,,,,,2014
400498838,SHU,RMU,65,91,,,"(4-16, 1-4 NEC)","(10-10, 5-0 NEC)",33,32,48,43,"Jeffrey Benedict, Jeff Bruno, Ralph Bretz",824,2014,23-Jan,7:00 PM ET,"Charles L. Sewall Center, Moon Township, Pennsylvania",Sacred Heart,Robert Morris,0,0,,,,,2014
400499159,UNF,ETSU,93,99,,,"(11-10, 5-3 A-Sun)","(10-10, 3-4 A-Sun)",43,50,41,58,"Jeb Hartness, Jason Baker, Bart Lenox","2,215",2014,23-Jan,7:00 PM ET,"ETSU/MSHA Athletic Center, Johnson City, Tennessee",North Florida,East Tenn St,0,0,,,,,2014
400499160,STET,KENN,68,65,,,"(6-14, 4-4 A-Sun)","(4-17, 1-7 A-Sun)",36,32,26,39,"Doug Shows, Clyde Owens, Marc Ellard","1,823",2014,23-Jan,7:00 PM ET,"KSU Convocation Center, Kennesaw, Georgia",Stetson,Kennesaw St,0,0,,,,,2014
400499161,FGCU,MER,55,68,,,"(12-9, 6-2 A-Sun)","(16-5, 7-1 A-Sun)",28,27,34,34,"Anthony Jordan, Tony Greene, Tony Henderson",N/A,2014,23-Jan,7:00 PM ET,"Hawkins Arena, Macon, Georgia",FGCU,Mercer,0,0,,,,,2014
400499420,TULN,ECU,59,54,,,"(11-9, 3-2 C-USA)","(11-8, 0-4 C-USA)",28,31,32,22,"Rick Randall, Bret Smith, Steve Olson","4,281",2014,23-Jan,7:00 PM ET,"Minges Coliseum, Greenville, North Carolina",Tulane,East Carolina,0,0,,,,,2014
400499424,USM,ODU,75,60,,,"(17-3, 4-1 C-USA)","(9-10, 3-1 C-USA)",35,40,32,28,"Bert Smith, Ted Valentine, John Hampton","7,549",2014,23-Jan,7:00 PM ET,"Ted Constant Convocation Center, Norfolk, Virginia",Southern Miss,Old Dominion,0,0,,,,,2014
400502594,FAIR,MONM,60,63,,,"(4-16, 1-8 MAAC)","(10-10, 4-5 MAAC)",31,29,29,34,"Ray Perone, Andrew Marotta, Kyle Walter","1,586",2014,23-Jan,7:00 PM ET,"Multipurpose Activity Center, West Long Branch, New Jersey",Fairfield,Monmouth,0,0,,,,,2014
400502595,SPU,SIE,47,64,,,"(7-11, 3-6 MAAC)","(8-12, 4-5 MAAC)",26,21,32,32,"Jim Haney, Michael McCloskey, Jeff Anderson","5,205",2014,23-Jan,7:00 PM ET,"Times Union Center, Albany, New York",St. Peter's,Siena,0,0,,,,,2014
400504542,HALL,SJU,76,77,,,"(11-8, 2-4 Big East)","(11-8, 1-5 Big East)",29,47,35,42,"Bryan Kersey, Bo Boroski, Karl Hess","5,016",2014,23-Jan,7:00 PM ET,"Carnesecca Arena, Jamaica, New York",Seton Hall,St. John's,0,0,,,,,2014
400505992,ALB,UNH,56,60,,,"(10-10, 4-3 Am. East)","(4-15, 2-4 Am. East)",28,28,26,34,"Sean Hull, Dan Anderson, Larry Last",N/A,2014,23-Jan,7:00 PM ET,"Lundholm Gymnasium, Durham, New Hampshire",Albany,New Hampshire,0,0,,,,,2014
400506049,HART,BING,56,54,,,"(10-11, 4-2 Am. East)","(4-15, 1-5 Am. East)",27,29,28,26,"Guy Pagano, Tim Kelly, Jeff Nichols","1,858",2014,23-Jan,7:00 PM ET,"Events Center (Binghamton), Binghamton, New York",Hartford,Binghamton,0,0,,,,,2014
400506499,UML,MAINE,74,62,,,"(5-13, 4-3 Am. East)","(3-15, 1-5 Am. East)",29,45,33,29,"James Grady, James Slattery, Bill McCarthy","1,157",2014,23-Jan,7:00 PM ET,"Cross Insurance Center, Bangor, Maine",UMass Lowell,Maine,0,0,,,,,2014
400507746,WMU,KENT,75,59,,,"(10-7, 3-2 MAC)","(11-7, 2-3 MAC)",34,41,24,35,"Larry Scirotto, Gene Steratore, Doran Gotschall","2,993",2014,23-Jan,7:00 PM ET,"MAC Center, Kent, Ohio",W Michigan,Kent State,0,0,,,,,2014
400508122,ELON,CHAT,63,84,,,"(10-10, 3-2 Southern)","(13-8, 7-0 Southern)",32,31,41,43,"Frankie Bordeaux, Sam Croft, John Heatly","4,662",2014,23-Jan,7:00 PM ET,"McKenzie Arena, Chattanooga, Tennessee",Elon,Chattanooga,0,0,,,,,2014
400508124,WOF,GASO,74,64,,,"(9-10, 4-3 Southern)","(9-11, 2-3 Southern)",35,39,26,38,"Steven Pyatt, Joe Wilbert III, Brad Etter","2,030",2014,23-Jan,7:00 PM ET,"W. S. Hanner Fieldhouse, Statesboro, Georgia",Wofford,Ga. Southern,0,0,,,,,2014
400508126,DAV,WCU,82,77,,,"(9-11, 5-1 Southern)","(11-10, 4-2 Southern)",47,35,41,36,"Glenn Tuitt, James Barker, Vladimir Voyard-Tadal","3,002",2014,23-Jan,7:00 PM ET,"Ramsey Center, Cullowhee, North Carolina",Davidson,W Carolina,0,0,,,,,2014
400507123,VALP,YSU,74,71,,,"(12-9, 4-2 Horizon)","(12-9, 3-3 Horizon)",27,47,36,35,"Terry Wymer, Chris Beaver, Jamie Luckie","1,938",2014,23-Jan,7:05 PM ET,"Beeghly Center, Youngstown, Ohio",Valparaiso,Youngstown St,0,0,,,,,2014
400508123,APP,CIT,80,67,,,"(6-13, 2-4 Southern)","(4-17, 0-6 Southern)",40,40,32,35,"Alan Cosby, Haywood Bostic, Alan Spainhour","1,322",2014,23-Jan,7:05 PM ET,"McAlister Field House, Charleston, South Carolina",Appalachian St,The Citadel,0,0,,,,,2014
400499162,JAC,UPST,69,79,,,"(8-11, 4-4 A-Sun)","(10-10, 3-4 A-Sun)",29,40,44,35,"Jerry Heater, Brian Shay, Pat Adams",808,2014,23-Jan,7:30 PM ET,"Hodge Center, Spartanburg, South Carolina",Jacksonville,USC Upstate,0,0,,,,,2014
400499419,CHAR,LT,60,80,,,"(12-6, 3-2 C-USA)","(16-4, 4-1 C-USA)",33,27,40,40,"Tim Gattis, Doug Sirmons, Ty Meixsell","3,250",2014,23-Jan,7:30 PM ET,"Thomas Assembly Center, Ruston, Louisiana",Charlotte,Louisiana Tech,0,0,,,,,2014
400496972,HOU,MEM,59,82,,23,"(11-8, 3-3 American)","(14-4, 4-2 American)",32,27,47,35,"Ron Groover, Antinio Petty, Joe DeRosa","15,702",2014,23-Jan,8:00 PM ET,"FedExForum, Memphis, Tennessee",Houston,Memphis,0,0,,,,,2014
400498142,SAC,UND,71,82,,,"(6-10, 2-5 Big Sky)","(7-10, 4-3 Big Sky)",26,45,34,48,"Michael Rapp, Ruben Ramos, Kelly Pfeifer","1,743",2014,23-Jan,8:00 PM ET,"Betty Engelstad Sioux Center, Grand Forks, North Dakota",Sacramento St,North Dakota,0,0,,,,,2014
400499421,MRSH,RICE,73,63,,,"(7-13, 1-4 C-USA)","(5-13, 0-5 C-USA)",33,40,22,41,"Gerry Pollard, Paul Janssen, Mark Schnur","1,254",2014,23-Jan,8:00 PM ET,"Tudor Fieldhouse, Houston, Texas",Marshall,Rice,0,0,,,,,2014
400499423,UAB,UNT,65,76,,,"(12-6, 1-3 C-USA)","(11-8, 2-3 C-USA)",38,27,44,32,"Rick Crawford, Kipp Kissinger, Rick Hartzell","3,659",2014,23-Jan,8:00 PM ET,"UNT Coliseum, Denton, Texas",UAB,North Texas,0,0,,,,,2014
400501640,SDAK,WIU,61,79,,,"(8-10, 3-1 Summit)","(8-11, 2-2 Summit)",21,40,33,46,"Lamont Simpson, Bryan Anslinger, Brian McNutt","2,268",2014,23-Jan,8:00 PM ET,"Western Hall, Macomb, Illinois",South Dakota,W Illinois,0,0,,,,,2014
400502421,TXST,UALR,64,69,,,"(5-14, 1-5 Sun Belt)","(10-9, 5-2 Sun Belt)",31,33,27,42,"Bruce Benedict, Ray Acosta, Todd Austin","3,038",2014,23-Jan,8:00 PM ET,"Jack Stephens Center, Little Rock, Arkansas",Texas State,AR-Little Rock,0,0,,,,,2014
400502423,WKU,ULM,69,51,,,"(12-7, 4-2 Sun Belt)","(6-8, 3-3 Sun Belt)",32,37,27,24,"Brent Hampton, John Moore, Landon Brandes","1,528",2014,23-Jan,8:00 PM ET,"Fant-Ewing Coliseum, Monroe, Louisiana",W Kentucky,UL Monroe,0,0,,,,,2014
400503178,JVST,PEAY,71,59,,,"(10-13, 4-4 OVC)","(8-12, 2-4 OVC)",35,36,23,36,"Andrew Walton, Kevin Fehr, Coy Gammon","2,208",2014,23-Jan,8:00 PM ET,"Dave Aaron Arena, Clarksville, Tennessee",Jacksonville St,Austin Peay,0,0,,,,,2014
400503179,MORE,BEL,66,80,,,"(13-8, 4-2 OVC)","(15-7, 6-1 OVC)",34,32,38,42,"Jeff Smith, John Dillon, Kevin Mathis","2,468",2014,23-Jan,8:00 PM ET,"Curb Event Center, Nashville, Tennessee",Morehead State,Belmont,0,0,,,,,2014
400503181,EIU,UTM,77,84,,,"(6-13, 3-5 OVC)","(7-15, 2-5 OVC)",37,40,34,50,"Wil Howard, Tommy Short, Jon Campbell",963,2014,23-Jan,8:00 PM ET,"Skyhawk Arena, Martin, Tennessee",E Illinois,UT Martin,0,0,,,,,2014
400503182,SIUE,SEMO,78,82,,,"(6-14, 3-4 OVC)","(11-9, 3-4 OVC)",35,43,50,32,"Greg Rennegarbe, Johnny Pearson, Brett Miles",N/A,2014,23-Jan,8:00 PM ET,"Show Me Center, Cape Girardeau, Missouri",SIU Edwardsville,SE Missouri St,0,0,,,,,2014
400503183,EKY,TNST,94,78,,,"(14-6, 5-2 OVC)","(2-20, 1-7 OVC)",45,49,32,46,"John St. Clair, James Hicks, Mark Morrison",478,2014,23-Jan,8:00 PM ET,"Gentry Center, Nashville, Tennessee",E Kentucky,Tennessee St,0,0,,,,,2014
400507682,BUFF,BALL,68,71,,,"(9-6, 3-2 MAC)","(4-12, 1-4 MAC)",36,32,30,41,"D.J. Carstensen, Darryl Smith, Todd Van Sossan","3,072",2014,23-Jan,8:00 PM ET,"John E. Worthen Arena, Muncie, Indiana",Buffalo,Ball State,0,0,,,,,2014
400508125,UNCG,SAM,78,88,,,"(10-11, 3-3 Southern)","(8-13, 2-4 Southern)",33,45,43,45,"Billy Dunlap, Mike Nance, Kerby Sitton","1,525",2014,23-Jan,8:00 PM ET,"Pete Hanna Center, Birmingham, Alabama",UNC Greensboro,Samford,0,0,,,,,2014
400509997,NEB,PSU,54,58,,,"(9-9, 1-5 Big Ten)","(10-10, 1-6 Big Ten)",29,25,22,36,"Pat Driscoll, Paul Szelc, Mark Whitehead","5,705",2014,23-Jan,8:00 PM ET,"Bryce Jordan Center, State College, Pennsylvania",Nebraska,Penn State,0,0,,,,,2014
400501641,DEN,UNOM,74,60,,,"(9-10, 2-2 Summit)","(11-8, 1-3 Summit)",44,30,32,28,"Terry Oglesby, Brian McAnally, Marcus Gossard","2,015",2014,23-Jan,8:07 PM ET,"Ralston Sports and Events Center, Omaha, Nebraska",Denver,Omaha,0,0,,,,,2014
400503985,UNO,HBU,79,66,,,"(6-9, 3-4 Southland)","(4-15, 1-6 Southland)",35,44,36,30,"Mike Thibodeaux, Marques Pettigrew, Jason Barth",682,2014,23-Jan,8:30 PM ET,"Sharp Gymnasium, Houston, Texas",New Orleans,Houston Baptist,0,0,,,,,2014
400503987,SFA,ORU,72,69,,,"(17-2, 6-0 Southland)","(10-9, 4-2 Southland)",34,38,41,28,"Darron George, James Durham, Keith Kimble","3,484",2014,23-Jan,8:30 PM ET,"Mabee Center, Tulsa, Oklahoma",SF Austin,Oral Roberts,0,0,,,,,2014
400503988,SELA,AMCC,71,74,,,"(8-10, 3-4 Southland)","(9-11, 6-1 Southland)",40,31,33,41,"Mike Thornton, Gerald Williams, Kyle Ingram","1,194",2014,23-Jan,8:30 PM ET,"American Bank Center, Corpus Christi, Texas",SE Louisiana,Texas A&M-CC,0,0,,,,,2014
400503983,NWST,CARK,76,68,,,"(6-11, 2-4 Southland)","(4-13, 1-5 Southland)",39,37,31,37,"K.C. Ely, Tim Fitzgerald, Kelly Davis","1,012",2014,23-Jan,8:40 PM ET,"Farris Center, Conway, Arkansas",Northwestern St,Cent Arkansas,0,0,,,,,2014
400502422,GAST,ULL,77,70,,,"(13-6, 6-0 Sun Belt)","(12-7, 3-3 Sun Belt)",25,52,29,41,"Tim Ebersole, Chuck Jones, Byron Jarrett","3,729",2014,23-Jan,8:42 PM ET,"Cajundome, Lafayette, Louisiana",Georgia State,LA-Lafayette,0,0,,,,,2014
400503984,LAM,ACU,65,57,,,"(2-17, 1-6 Southland)","(7-12, 1-4 Southland)",27,38,24,33,"Kerry Sitton, Brent Dugas, Curtis Pierce",732,2014,23-Jan,8:55 PM ET,"Moody Coliseum (Abilene), Abilene, Texas",Lamar,Abilene Christian,0,0,,,,,2014
400506080,COLO,ARIZ,57,69,,1,"(15-5, 4-3 Pac-12)","(19-0, 6-0 Pac-12)",24,33,39,30,"Larry Spaulding, John Higgins, Dick Cartmell","14,545",2014,23-Jan,9:00 PM ET,"McKale Center, Tucson, Arizona",Colorado,Arizona,0,0,,,,,2014
400496973,UCF,CIN,51,69,,15,"(9-8, 1-5 American)","(18-2, 7-0 American)",27,24,30,39,"Mike Stuart, Brian O'Connell, James Breeding","10,242",2014,23-Jan,9:00 PM ET,"Fifth Third Arena, Cincinnati, Ohio",UCF,Cincinnati,0,0,,,,,2014
400498140,MTST,WEB,57,86,,,"(9-9, 4-3 Big Sky)","(9-6, 6-1 Big Sky)",28,29,38,48,"D.G. Nelson, Dennis Flannery, Scott Holland","7,358",2014,23-Jan,9:00 PM ET,"Dee Events Center, Ogden, Utah",Montana State,Weber State,0,0,,,,,2014
